79.79	17009	0.099741
82.815	16825	0.099729
85.955	16637	0.099724
89.21	16446	0.099697
92.59	16253	0.099677
96.1	16099	0.099678
99.74	15955	0.099721
103.52	15775	0.09973
107.44	15576	0.099716
111.52	15374	0.099671
115.74	15172	0.099624
120.13	15000	0.099587
124.68	14798	0.099573
129.41	14609	0.099542
134.32	14416	0.099526
139.4	14223	0.099494
144.69	14044	0.099486
150.18	13854	0.099463
155.86	13664	0.099435
161.77	13513	0.099462
167.9	13336	0.099466
174.27	13152	0.099454
180.88	13026	0.099484
187.73	12851	0.099485
194.85	12715	0.099523
202.23	12555	0.099562
209.89	12352	0.099548
217.85	12201	0.099595
226.11	12013	0.099612
234.68	11853	0.099649
243.57	11694	0.099741
252.8	11477	0.099706
262.38	11259	0.099654
272.33	11045	0.099611
282.65	10879	0.099663
293.36	10645	0.099597
304.48	10450	0.099575
316.02	10248	0.099556
328.01	10066	0.099561
340.43	9844.3	0.099521
353.34	9648.1	0.099501
366.73	9451	0.099507
380.63	9291.4	0.099556
395.06	9184.8	0.099708
410.03	9107.6	0.099966
425.57	8878.5	0.10001
441.7	8649.5	0.10004
458.44	8322.5	0.099825
475.82	8044.7	0.099574
493.86	7817	0.099498
512.58	7597	0.099434
532	7469	0.099506
562.43	7308.2	0.09958
583.76	7112.2	0.09964
605.88	6883.2	0.099565
628.84	6762	0.099752
652.67	6533.8	0.099709
677.41	6294.3	0.099704
703.09	6034.7	0.099525
729.74	5854.5	0.099502
757.4	5718.6	0.099605
786.1	5563.5	0.099764
815.9	5285.4	0.09964
846.82	5045.5	0.099475
878.92	4933	0.099543
912.23	4756.2	0.099585
946.82	4596.7	0.099645
982.7	4385.2	0.099632
1019.9	4168.2	0.099505
1058.6	4041.8	0.099574
1098.7	3827.2	0.099618
1140.4	3608.2	0.0995
1183.6	3493.9	0.09969
1228.5	3267.4	0.099605
1275	3073.6	0.099468
1323.3	2982.2	0.09966
1373.5	2792.1	0.099663
1425.6	2630.4	0.099533
1479.6	2485.3	0.099539
1535.7	2360.2	0.099558
1593.9	2204.4	0.099572
1654.3	2074.5	0.099541
1717	1952.1	0.099558
1782.1	1852.5	0.099654
1849.6	1707.2	0.099534
1919.7	1577.9	0.099651
1992.5	1522.9	0.099569
2068	1448.1	0.099561
2146.4	1349.5	0.099712
2227.8	1237.7	0.099765
2312.2	1050.8	0.099504
2399.8	1019.1	0.099607
2490.8	885.72	0.099521
2585.2	959.8	0.099783
2683.2	776.74	0.099516
2784.9	865.35	0.099935
2890.4	593.45	0.099473
3000	489.17	0.099554
3000.1	495.63	0.099471
3000.2	498.95	0.099495
3000.3	483.5	0.099476
3000.4	482.8	0.099528
3000.5	479.66	0.099471
3000.6	476.24	0.099514
3000.7	474.46	0.099519
3000.8	502.6	0.099528
3000.9	491.93	0.099543
3001	483.45	0.099523
3001.1	490.57	0.099566
3001.2	500.08	0.099533
3001.3	496.8	0.099562
3001.4	506.2	0.099507
3001.5	492.07	0.099499
3001.6	510.43	0.099505
3001.7	479.16	0.099508
3001.8	491.91	0.099524
3001.9	491.74	0.099502
3002	496.42	0.099519
3002.1	481.12	0.099528
3002.2	492.28	0.099537
3002.3	483.83	0.09953
3002.4	481.23	0.099517
3002.5	489.71	0.099523
3002.6	481.5	0.099521
3002.7	478.01	0.099525
3002.8	473.66	0.099517
3002.9	475.91	0.099529
3003	480.12	0.099523
3003.1	481.91	0.099507
3003.3	478.57	0.099496
3003.4	494.84	0.099507
3003.5	477.93	0.099484
3003.6	480.71	0.099495
3003.8	479.07	0.099488
3003.9	481.88	0.099487
3004.1	481.91	0.099501
3004.2	489.85	0.099495
3004.4	490.69	0.099496
3004.6	485.15	0.099505
3004.7	480.05	0.099512
3004.9	480.79	0.099508
3005.1	476.75	0.099496
3005.3	482.66	0.099484
3005.5	474.66	0.099485
3005.7	481.4	0.099483
3005.9	497.9	0.09949
3006.1	480.92	0.099512
3006.4	486.62	0.099516
3006.6	474.76	0.099502
3006.9	471.22	0.099497
3007.1	483.93	0.099497
3007.4	486.41	0.0995
3007.7	489.1	0.099504
3007.9	491.4	0.099514
3008.3	498.1	0.099529
3008.6	495.39	0.09954
3008.9	498.43	0.099544
3009.2	501.96	0.099528
3009.6	505.87	0.099536
3009.9	503.92	0.099541
3010.3	498.72	0.099532
3010.7	498.76	0.099547
3011.1	511.42	0.099532
3011.5	506.53	0.099538
3012	514.73	0.099552
3012.4	516.95	0.099554
3012.9	510.5	0.099554
3013.4	516.33	0.099534
3013.9	511.69	0.099539
3014.4	508.32	0.099563
3015	503.39	0.099561
3015.5	499.77	0.099541
3016.1	496.4	0.099543
3016.7	500.62	0.099544
3017.4	497.18	0.099539
3018	492.77	0.099535
3018.7	495.25	0.099539
3019.4	500.82	0.099524
3020.1	487.93	0.099538
3020.9	482.04	0.099534
3021.7	477.11	0.099513
3022.5	481.5	0.099511
3023.4	476.45	0.099502
3024.3	484.63	0.09952
3025.2	503.57	0.099541
3026.1	516.97	0.099571
3027.1	526.25	0.099601
3028.2	519.5	0.099619
3029.2	538.37	0.099608
3030.3	538.43	0.099623
3031.5	535.01	0.099606
3032.7	534.42	0.09963
3033.9	531.09	0.099619
3035.2	530.32	0.099636
3036.5	529.6	0.099629
3037.9	526.67	0.099618
3039.4	515.11	0.099591
3040.8	515.73	0.099586
3042.4	500.19	0.099564
3044	509.16	0.099571
3045.7	498.07	0.099566
3047.4	488.2	0.099558
3049.2	497.43	0.099577
3051.1	510.47	0.099594
3053	517.82	0.099612
3055	508.71	0.099607
3057.1	507.73	0.099602
3059.3	497.19	0.099575
3061.5	478.82	0.099557
3063.8	483.59	0.09957
3066.2	511.24	0.09964
3068.8	529.82	0.09966
3071.4	525.8	0.099664
3074.1	519.03	0.099659
3076.9	512.53	0.099645
3079.8	498.35	0.099637
3082.8	489.13	0.099605
3086	475.69	0.099575
3089.2	467.67	0.099555
3092.6	493.09	0.099609
3096.1	499.84	0.099648
3099.7	492.97	0.099623
3103.5	475.07	0.099573
3107.4	462.59	0.099552
3111.5	490.47	0.099602
3115.7	493.37	0.099634
3120.1	486.4	0.099628
3124.7	468.46	0.099601
3129.4	451.07	0.099546
3134.3	454.54	0.099539
3139.4	441.54	0.099525
3144.7	453.56	0.099548
3150.2	496.71	0.09962
3155.9	486.17	0.099621
3161.8	460.6	0.099601
3167.9	449.5	0.09958
3174.3	463.58	0.099622
3180.9	442.08	0.099594
3187.7	446.18	0.099574
3194.8	450.6	0.099591
3202.2	428.81	0.099553
3209.9	414.77	0.099538
3217.8	415.57	0.099537
3226.1	408.07	0.099525
3234.7	412.03	0.099549
3243.6	391.42	0.099519
3252.8	401.16	0.099545
3262.4	388.78	0.099536
3272.3	410.27	0.099555
3282.6	392.41	0.099532
3293.4	382.5	0.099524
3304.5	435.92	0.099521
3316	492.05	0.099596
3328	469.95	0.099597
3340.4	474.78	0.099641
3353.3	445.59	0.099596
3366.7	447.51	0.099615
3380.6	408.44	0.099545
3395.1	447.62	0.099675
3410	421.07	0.099626
3425.6	417.37	0.099643
3441.7	420.29	0.099632
3458.4	360.99	0.099537
3475.8	343.43	0.099499
3493.9	335.73	0.099504
3512.6	377.5	0.099598
3532	391.18	0.099712
3562.4	373.82	0.099688
3583.8	336.86	0.09965
3605.9	307.85	0.099555
3628.8	289.06	0.09948
3652.7	295.11	0.099492
3677.4	309.47	0.099525
3703.1	341.69	0.09961
3729.7	348.98	0.099668
3757.4	289.23	0.099584
3786.1	267.54	0.099526
3815.9	330.01	0.099673
3846.8	317.24	0.099748
3878.9	241.45	0.099612
3912.2	240.02	0.099545
3946.8	280.41	0.099639
3982.7	359.95	0.099788
4019.9	346.24	0.099867
4058.6	190.6	0.099487
4098.7	248.37	0.099515
4140.4	300.51	0.099703
4183.6	365.38	0.099978
4228.5	109.26	0.099609
